name;identifier;SMILES;inchikey;MW;LogP;pubchem;drugbank;pdb;chEMBL;membrane;method;temperature;charge;note;X_min;X_min_acc;G_pen;G_pen_acc;G_wat;G_wat_acc;LogK;LogK_acc;LogPerm;LogPerm_acc;theta;theta_acc;abs_wl;abs_wl_acc;fluo_wl;fluo_wl_acc;QY;QY_acc;lt;lt_acc;primary_reference;secondary_reference
1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol;MM00275;COCCc1ccc(OCC(O)CNC(C)C)cc1;IUBSYMUCCVWXPE-UHFFFAOYSA-N;267.369;1.61;4171;DB00264;;CHEMBL13;CACO;ECACO;37;;;;;;;;;;;-4.39794;0.01519;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
"(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid";MM00672;COc1ccc2cc(C(C)C(=O)O)ccc2c1;CMWTZPSULFXXJA-UHFFFAOYSA-N;230.263;3.04;156391;DB00788;NPS;CHEMBL154;CACO;ECACO;37;;;;;;;;;;;-3.89963;0.0137778;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
Proxicam;MM15151;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-3.93554;0.00374138;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol;MM00085;CC(C)NCC(O)COc1cccc2ccccc12;AQHHHDLHHXJYJD-UHFFFAOYSA-N;259.349;2.58;4946;DB00571;;CHEMBL27;CACO;ECACO;37;;;;;;;;;;;-4.30539;0.0105212;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
Ranitidine;MM01053;CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;VMXUWOKSQNHOCA-UHFFFAOYSA-N;314.404;1.46;5039;DB00863;;CHEMBL1790041;CACO;ECACO;37;;;;;;;;;;;-6.39254;0.0332198;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
1,3-dimethyl-7H-purine-2,6-dione;MM00048;Cn1c(=O)c2nc[nH]c2n(C)c1=O;ZFXYFBGIUFBOJW-UHFFFAOYSA-N;180.167;-1.04;2153;DB00277;TEP;CHEMBL190;CACO;ECACO;37;;;;;;;;;;;-4.21467;0.00640328;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
Verapamil;MM00585;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;SGTNSNPWRIOYBX-UHFFFAOYSA-N;454.611;5.09;2520;DB00661;;CHEMBL6966;CACO;ECACO;37;;;;;;;;;;;-4.4828;0.0131915;;;;;;;;;;;"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010";"Teksin ZS, Seo PR, Polli JE.: Comparison of drug permeabilities and BCS classification: three lipid-component PAMPA system method versus Caco-2 monolayers. AAPS J, Volume 12 (2), 238-241, 2010"
CNV97100;MM00727;CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1.O=C(O)C(F)(F)F;URJUNYOPXJPQGS-UHFFFAOYSA-N;459.398;2.61;46781144;;;;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-5.4437;0.168778;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
CNV97101;MM01441;;;;;;;;;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-4.66154;0.0776422;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"1-cyclopropyl-7-(4-ethyl-3-methylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00728;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;POMKZSJIYNWBRP-UHFFFAOYSA-N;373.428;2.7;10109876;;;;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-4.77469;0.0800833;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
CNV97103;MM00729;CCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;WPGHZQMHNTXSAF-UHFFFAOYSA-N;387.455;3.09;13326823;;;;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-4.81816;0.0571053;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"7-(4-butyl-3-methylpiperazin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00730;CCCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;QPVCGSGGZMAACV-UHFFFAOYSA-N;401.482;3.48;13385166;;;;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-4.85699;0.124892;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00726;O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O;MYSWGUAQZAJSOK-UHFFFAOYSA-N;331.347;1.58;2764;DB00537;CPF;CHEMBL8;CACO;ECACO;37;;"apical to basolateral transport";;;;;;;;;-5.67985;0.602201;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
CNV97100;MM00727;CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1.O=C(O)C(F)(F)F;URJUNYOPXJPQGS-UHFFFAOYSA-N;459.398;2.61;46781144;;;;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-4.85387;0.1085;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
CNV97101;MM01441;;;;;;;;;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-4.59517;0.217;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"1-cyclopropyl-7-(4-ethyl-3-methylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00728;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;POMKZSJIYNWBRP-UHFFFAOYSA-N;373.428;2.7;10109876;;;;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-4.67572;0.0555355;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
CNV97103;MM00729;CCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;WPGHZQMHNTXSAF-UHFFFAOYSA-N;387.455;3.09;13326823;;;;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-4.75696;0.434;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"7-(4-butyl-3-methylpiperazin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00730;CCCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;QPVCGSGGZMAACV-UHFFFAOYSA-N;401.482;3.48;13385166;;;;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-4.74958;0.109719;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
"1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00726;O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O;MYSWGUAQZAJSOK-UHFFFAOYSA-N;331.347;1.58;2764;DB00537;CPF;CHEMBL8;CACO;ECACO;37;;"basolateral to apical transport";;;;;;;;;-5.11919;0.3255;;;;;;;;;;;"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002";"Ruiz-García A, Lin H, Plá-Delfina JM, Hu M.: Kinetic characterization of secretory transport of a new ciprofloxacin derivative (CNV97100) across Caco-2 cell monolayers. J Pharm Sci, Volume 91 (12), 2511-2519, 2002"
1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine;MM00463;CNC(=NCCSCc1nc[nH]c1C)NC#N;AQIXAKUUQRKLND-UHFFFAOYSA-N;252.34;0.6;2756;DB00501;;CHEMBL30;CACO;ECACO;37;;;;;;;;;;;-5.79588;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol;MM00085;CC(C)NCC(O)COc1cccc2ccccc12;AQHHHDLHHXJYJD-UHFFFAOYSA-N;259.349;2.58;4946;DB00571;;CHEMBL27;CACO;ECACO;37;;;;;;;;;;;-4.64782;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00768;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21;OGJPXUAPXNRGGI-UHFFFAOYSA-N;319.336;1.27;4539;DB01059;;CHEMBL9;CACO;ECACO;37;;;;;;;;;;;-5.72125;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
Viblastine;MM15160;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-5.63827;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
Fexofenadine;MM00735;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;RWTNPBWLLIMQHL-UHFFFAOYSA-N;501.667;5.51;3348;DB00950;;CHEMBL914;CACO;ECACO;37;;;;;;;;;;;-7;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00078;CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1;METKIMKYRPQLGS-UHFFFAOYSA-N;266.341;0.45;2249;DB00335;;CHEMBL24;CACO;ECACO;37;;;;;;;;;;;-5.58503;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
1,3-dimethyl-7H-purine-2,6-dione;MM00048;Cn1c(=O)c2nc[nH]c2n(C)c1=O;ZFXYFBGIUFBOJW-UHFFFAOYSA-N;180.167;-1.04;2153;DB00277;TEP;CHEMBL190;CACO;ECACO;37;;;;;;;;;;;-5.02687;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol;MM00275;COCCc1ccc(OCC(O)CNC(C)C)cc1;IUBSYMUCCVWXPE-UHFFFAOYSA-N;267.369;1.61;4171;DB00264;;CHEMBL13;CACO;ECACO;37;;;;;;;;;;;-4.67162;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
Verapamil;MM00585;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;SGTNSNPWRIOYBX-UHFFFAOYSA-N;454.611;5.09;2520;DB00661;;CHEMBL6966;CACO;ECACO;37;;;;;;;;;;;-4.67778;;;;;;;;;;;;"DOI: 10.1002/minf.201000118";"Pham The H, González-Álvarez I, Bermejo M, Mangas Sanjuan V, Mangas Sanjuan V, Centelles I, Garrigues TM, Cabrera-Pérez MÁ.: In Silico Prediction of Caco-2 Cell Permeability by a Classification QSAR Approach. Mol Inform, Volume 30 (4), 376-385, 2011"
Sumatripan;MM15215;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-5.52288;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
PEG900;MM15216;;;;;;;;;CACO;ECACO;37;;"Polyethylene glycol MW 900";;;;;;;;;-6.08092;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
PEG4000;MM15217;;;;;8117;;;;CACO;ECACO;37;;"Polyethylene glycol MW 4000";;;;;;;;;-6.10791;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
2-amino-9-(2-hydroxyethoxymethyl)-3H-purin-6-one;MM00074;Nc1nc(=O)c2ncn(COCCO)c2[nH]1;MKUXAQIIEYXACX-UHFFFAOYSA-N;225.208;-0.92;2022;DB00787;AC2;CHEMBL184;CACO;ECACO;37;;;;;;;;;;;-5.69897;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
Erythromycin;MM00489;CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O;ULGZDMOVFRHVEP-UHFFFAOYSA-N;733.937;1.79;12560;DB00199;ERY;CHEMBL532;CACO;ECACO;37;;;;;;;;;;;-5.42829;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
Doxorubicin;MM00485;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1;AOJJSUZBOXZQNB-TZSSRYMLSA-N;543.525;;31703;DB00997;DM2;CHEMBL53463;CACO;ECACO;37;;;;;;;;;;;-6.79588;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol;MM00386;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;FBPFZTCFMRRESA-KVTDHHQDSA-N;182.172;-3.59;6251;DB00742;MTL;CHEMBL689;CACO;ECACO;37;;;;;;;;;;;-6.18709;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
"2-aminoacetic acid";MM00741;NCC(=O)O;DHMQDGOQFOQNFH-UHFFFAOYSA-N;75.067;-0.97;750;DB00145;GLY;CHEMBL773;CACO;ECACO;37;;;;;;;;;;;-4.09691;;;;;;;;;;;;"Riedmaier AE, DeMent K, Huckle J, Bransford P, Stillhart C, Lloyd R, Alluri R, Basu S, Chen Y, Dhamankar V, Dodd S, Kulkarni P, Olivares-Morales A, Peng CC, Pepin X, Ren X, Tran T, Tistaert C, Heimbach T, Kesisoglou F, Wagner C, Parrott N.: Use of Physiologically Based Pharmacokinetic (PBPK) Modeling for Predicting Drug-Food Interactions: an Industry Perspective. AAPS J, Volume 22 (6), 2020";"Yee S. In Vitro Permeability Across Caco-2 Cells (Colonic) Can Predict In Vivo (Small Intestinal) Absorption in Man—Fact or Myth. Pharm Res. 1997, 14, 763-766"
